application_id,customer_id,application_date,loan_amount,annual_income,debt_to_income_ratio,monthly_debt,credit_score,num_credit_inquiries,num_late_payments_30d,num_late_payments_60d,num_late_payments_90d,credit_line_age,loan_term,interest_rate,employment_status,loan_purpose,home_ownership,application_type,default_flag
APP-000157,CUST-000157,2025-02-13 15:34:02.319654,39457.62,125758.88,0.5,2936.36,592.75,9,4,1,1,180,30,6.47,Unemployed,Other,Own,Individual,1
APP-000158,CUST-000158,2024-09-27 15:34:02.319672,46019.67,149023.21,0.53,809.06,776.34,3,1,2,0,194,55,7.71,Self-employed,Other,Rent,Joint,1
APP-000159,CUST-000159,2025-03-18 15:34:02.319709,32047.76,134416.26,0.15,2674.94,453.02,5,3,3,1,148,12,13.43,Employed,Education,Rent,Individual,1
APP-000160,CUST-000160,2024-10-04 15:34:02.319724,11673.67,75853.6,0.21,1488.98,755.59,5,4,1,2,218,43,12.46,Employed,Debt consolidation,Own,Joint,1
APP-000161,CUST-000161,2025-02-04 15:34:02.319737,22623.01,20087.87,0.58,1171.13,678.73,2,5,2,0,223,29,4.12,Unemployed,Business,Own,Joint,1
APP-000162,CUST-000162,2024-05-28 15:34:02.319749,9110.73,71524.4,0.25,3557.32,428.78,10,0,0,0,54,42,3.94,Self-employed,Other,Other,Individual,1
APP-000163,CUST-000163,2024-11-01 15:34:02.319762,41038.34,148460.14,0.31,834.44,338.96,6,0,0,0,80,35,13.57,Self-employed,Education,Mortgage,Individual,1
APP-000164,CUST-000164,2024-07-11 15:34:02.319774,1415.26,104502.63,0.32,3667.67,645.44,2,3,3,0,22,18,4.68,Employed,Other,Other,Joint,0
APP-000165,CUST-000165,2024-11-15 15:34:02.319787,39762.76,52212.23,0.42,1391.2,630.55,9,2,0,2,224,31,5.47,Self-employed,Education,Rent,Individual,1
APP-000166,CUST-000166,2024-12-24 15:34:02.319800,25249.5,34656.68,0.35,3050.86,590.56,0,2,2,0,99,48,8.05,Self-employed,Education,Own,Individual,1
APP-000167,CUST-000167,2025-04-18 15:34:02.319815,13847.08,25177.49,0.13,3988.59,578.64,10,5,3,1,179,37,3.99,Self-employed,Business,Own,Joint,1
APP-000168,CUST-000168,2025-01-11 15:34:02.319837,48741.36,40199.03,0.26,3014.9,719.77,10,5,0,1,178,39,11.76,Self-employed,Debt consolidation,Mortgage,Individual,0
APP-000169,CUST-000169,2025-02-25 15:34:02.319857,23215.22,99148.21,0.25,3760.13,707.36,1,0,1,2,2,22,8.96,Unemployed,Other,Rent,Individual,1
APP-000170,CUST-000170,2024-12-09 15:34:02.319881,36913.86,35347.37,0.55,1808.05,536.13,8,0,2,2,147,52,3.92,Retired,Other,Rent,Individual,1
APP-000171,CUST-000171,2024-07-09 15:34:02.319905,9177.19,40450.3,0.49,4492.49,670.77,1,1,0,0,219,12,5.93,Retired,Business,Other,Individual,1
APP-000172,CUST-000172,2025-04-07 15:34:02.319920,28090.37,138813.2,0.47,2212.97,476.99,6,5,2,1,211,16,9.86,Employed,Other,Own,Individual,1
APP-000173,CUST-000173,2024-08-04 15:34:02.319936,49089.28,144030.32,0.13,2432.45,455.27,4,2,0,2,116,12,7.43,Unemployed,Other,Rent,Individual,1
APP-000174,CUST-000174,2024-06-27 15:34:02.319976,48621.03,149712.33,0.49,3715.82,600.61,3,1,0,1,6,26,9.5,Employed,Business,Own,Joint,0
APP-000175,CUST-000175,2024-11-19 15:34:02.320005,6093.5,88875.88,0.22,2561.74,332.94,2,5,2,0,11,26,13.77,Retired,Business,Other,Individual,1
APP-000176,CUST-000176,2024-08-10 15:34:02.320031,7542.18,126595.18,0.14,2925.54,539.24,2,1,2,1,217,32,14.11,Retired,Business,Rent,Joint,1
APP-000177,CUST-000177,2025-03-18 15:34:02.320056,47234.18,37694.54,0.49,723.07,358.11,7,3,2,1,30,46,7.3,Self-employed,Education,Rent,Joint,1
APP-000178,CUST-000178,2025-02-23 15:34:02.320084,5430.62,124987.6,0.25,3582.58,631.82,3,2,1,0,182,27,14.62,Retired,Other,Own,Joint,1
APP-000179,CUST-000179,2025-01-26 15:34:02.320120,2523.02,72570.99,0.33,3790.78,437.42,7,0,1,0,3,15,12.96,Self-employed,Home improvement,Mortgage,Joint,1
APP-000180,CUST-000180,2024-06-07 15:34:02.320141,46941.17,30925.13,0.39,4603.66,341.24,1,1,3,0,23,33,4.47,Retired,Debt consolidation,Mortgage,Joint,1
APP-000181,CUST-000181,2024-10-05 15:34:02.320154,25310.19,69754.83,0.31,1898.93,799.57,4,2,3,0,8,51,10.43,Self-employed,Business,Other,Joint,0
APP-000182,CUST-000182,2024-08-23 15:34:02.320169,3987.97,56370.88,0.17,1157.4,786.56,8,1,0,1,200,57,7.31,Retired,Business,Rent,Joint,1
APP-000183,CUST-000183,2025-04-12 15:34:02.320189,16625.0,48472.62,0.55,3936.98,332.23,7,4,2,2,59,22,4.2,Self-employed,Business,Own,Individual,1
APP-000184,CUST-000184,2024-10-09 15:34:02.320213,18385.43,129098.89,0.52,1045.28,625.89,5,4,0,2,179,34,14.37,Self-employed,Other,Mortgage,Joint,1
APP-000185,CUST-000185,2025-01-26 15:34:02.320232,25031.38,31733.46,0.22,1250.28,589.55,0,2,1,0,87,57,5.13,Unemployed,Debt consolidation,Own,Individual,1
APP-000186,CUST-000186,2025-02-12 15:34:02.320253,38943.96,130042.52,0.53,4810.68,505.47,10,3,0,1,77,32,4.64,Self-employed,Education,Other,Joint,1
APP-000187,CUST-000187,2024-07-12 15:34:02.320270,34984.46,140749.88,0.49,1271.54,623.92,2,3,2,2,176,30,4.53,Employed,Other,Other,Individual,1
APP-000188,CUST-000188,2024-11-14 15:34:02.320287,46130.87,145779.12,0.21,2914.64,815.18,2,2,0,0,88,32,5.01,Employed,Business,Other,Individual,1
APP-000189,CUST-000189,2024-12-19 15:34:02.320306,34965.63,65562.55,0.49,3657.99,326.48,7,5,3,0,226,38,8.92,Retired,Business,Other,Individual,1
APP-000190,CUST-000190,2024-07-04 15:34:02.320333,32897.51,109330.85,0.18,553.81,765.17,4,0,2,1,26,16,7.1,Retired,Home improvement,Own,Individual,1
APP-000191,CUST-000191,2024-06-15 15:34:02.320354,44768.08,111585.6,0.32,3337.45,634.02,6,1,0,0,84,25,14.69,Retired,Other,Rent,Joint,1
APP-000192,CUST-000192,2025-03-07 15:34:02.320367,3432.14,94330.08,0.52,937.23,498.46,6,0,2,2,160,50,8.76,Employed,Debt consolidation,Mortgage,Individual,1
APP-000193,CUST-000193,2025-03-15 15:34:02.320380,24204.96,35016.16,0.49,2460.53,792.18,4,0,3,0,94,36,7.43,Retired,Debt consolidation,Rent,Joint,1
APP-000194,CUST-000194,2024-12-31 15:34:02.320392,42016.86,93352.06,0.18,3543.06,353.19,10,2,3,2,58,47,3.73,Retired,Other,Other,Joint,1
APP-000195,CUST-000195,2024-12-26 15:34:02.320411,24336.85,30264.16,0.55,3628.67,576.16,8,4,1,0,193,40,5.07,Self-employed,Home improvement,Mortgage,Individual,1
APP-000196,CUST-000196,2025-03-16 15:34:02.320431,49425.72,76601.12,0.6,3210.69,758.76,4,2,0,0,99,47,7.77,Unemployed,Business,Other,Individual,0
APP-000197,CUST-000197,2024-06-10 15:34:02.320447,29791.23,121619.14,0.16,918.28,611.63,9,0,0,2,199,18,12.43,Unemployed,Education,Rent,Joint,1
APP-000198,CUST-000198,2024-07-07 15:34:02.320470,30839.15,24870.54,0.24,890.49,634.76,6,0,3,1,176,27,3.59,Retired,Business,Rent,Individual,1
APP-000199,CUST-000199,2024-11-21 15:34:02.320488,16236.52,129570.05,0.53,3487.29,834.87,3,1,2,2,113,32,6.23,Retired,Other,Own,Individual,1
APP-000200,CUST-000200,2024-09-29 15:34:02.320500,37306.3,118734.13,0.53,4140.88,583.4,2,0,2,2,129,37,4.63,Employed,Home improvement,Mortgage,Individual,1
APP-000201,CUST-000201,2024-12-19 15:34:02.320513,2620.48,26572.71,0.28,1155.73,502.59,7,4,3,2,236,19,11.17,Self-employed,Business,Other,Joint,1
APP-000202,CUST-000202,2024-08-26 15:34:02.320533,29757.13,65468.79,0.18,4493.56,711.93,1,2,0,1,12,22,13.25,Self-employed,Home improvement,Mortgage,Individual,1
APP-000203,CUST-000203,2024-09-28 15:34:02.320552,26150.78,132401.89,0.58,3474.56,560.75,2,5,1,2,205,12,5.69,Unemployed,Business,Other,Joint,1
APP-000204,CUST-000204,2024-09-02 15:34:02.320564,13347.94,80670.74,0.44,4156.69,518.43,1,0,2,2,165,50,10.31,Unemployed,Debt consolidation,Other,Individual,1
APP-000205,CUST-000205,2024-12-05 15:34:02.320584,32389.14,131993.91,0.23,3613.25,790.81,4,1,1,2,195,27,13.8,Retired,Business,Mortgage,Individual,1
APP-000206,CUST-000206,2024-11-25 15:34:02.320603,13711.89,74413.54,0.29,369.53,689.44,9,1,2,2,182,26,11.24,Retired,Business,Rent,Individual,1
APP-000207,CUST-000207,2024-07-14 15:34:02.320616,9875.66,32688.4,0.16,1441.53,744.59,2,5,2,2,22,26,7.26,Unemployed,Education,Rent,Joint,1
APP-000208,CUST-000208,2024-11-26 15:34:02.320630,23724.27,35311.59,0.13,3245.1,619.17,9,0,3,0,128,19,13.41,Retired,Other,Rent,Joint,1
APP-000209,CUST-000209,2025-02-07 15:34:02.320648,7730.9,46038.56,0.3,2933.14,798.64,7,1,2,2,46,17,8.85,Self-employed,Business,Own,Individual,1
APP-000210,CUST-000210,2025-01-08 15:34:02.320665,38298.47,41918.75,0.48,2549.97,719.96,1,1,3,2,109,37,8.15,Retired,Education,Own,Individual,1
APP-000211,CUST-000211,2024-10-16 15:34:02.320681,47553.36,135960.83,0.48,2748.96,309.85,0,5,1,0,177,34,6.75,Employed,Education,Rent,Individual,1
APP-000212,CUST-000212,2025-04-02 15:34:02.320699,15611.91,57807.61,0.46,3062.58,485.81,10,1,2,1,91,60,5.26,Retired,Debt consolidation,Mortgage,Individual,1
APP-000213,CUST-000213,2025-02-17 15:34:02.320712,11348.32,22848.73,0.35,791.18,691.11,0,3,2,2,159,15,10.13,Employed,Debt consolidation,Own,Individual,1
APP-000214,CUST-000214,2024-09-24 15:34:02.320731,22771.4,36067.36,0.23,3568.97,413.02,10,5,0,1,107,54,4.21,Unemployed,Other,Mortgage,Joint,1
APP-000215,CUST-000215,2025-03-03 15:34:02.320750,26067.65,100300.73,0.24,3966.85,573.76,9,1,2,2,51,34,11.44,Unemployed,Home improvement,Own,Joint,1
APP-000216,CUST-000216,2024-05-08 15:34:02.320762,46723.09,62978.47,0.1,3423.84,798.78,9,5,3,0,23,44,3.9,Employed,Business,Mortgage,Joint,0
APP-000217,CUST-000217,2024-11-25 15:34:02.320774,13942.13,26510.43,0.51,4395.87,768.74,5,5,2,1,189,19,4.14,Employed,Debt consolidation,Mortgage,Individual,1
APP-000218,CUST-000218,2024-09-13 15:34:02.320794,47799.37,54880.22,0.47,1988.59,488.5,1,3,3,1,69,36,11.28,Retired,Education,Mortgage,Individual,1
APP-000219,CUST-000219,2025-03-26 15:34:02.320815,49096.89,129765.48,0.15,4573.89,565.47,9,5,3,0,156,36,12.35,Employed,Home improvement,Other,Joint,1
APP-000220,CUST-000220,2024-09-27 15:34:02.320828,22593.71,28233.69,0.43,259.33,777.58,8,5,1,2,223,33,9.23,Employed,Education,Mortgage,Joint,1
APP-000221,CUST-000221,2024-05-14 15:34:02.320840,32428.82,39325.08,0.51,4481.9,637.1,0,5,1,2,217,42,13.22,Self-employed,Debt consolidation,Other,Joint,1
APP-000222,CUST-000222,2024-12-04 15:34:02.320859,3467.19,48951.85,0.42,2135.73,429.25,7,3,3,0,219,43,8.36,Employed,Education,Own,Individual,1
APP-000223,CUST-000223,2025-04-07 15:34:02.320884,28299.42,20022.06,0.15,3100.18,640.49,4,4,1,2,171,41,14.4,Unemployed,Debt consolidation,Mortgage,Joint,1
APP-000224,CUST-000224,2024-06-12 15:34:02.320899,30397.61,113165.55,0.28,2372.16,353.59,10,1,0,1,90,52,14.57,Unemployed,Other,Rent,Individual,1
APP-000225,CUST-000225,2025-01-31 15:34:02.320912,25128.68,126839.03,0.47,2164.21,439.86,3,1,0,1,55,41,12.89,Self-employed,Business,Own,Joint,1
APP-000226,CUST-000226,2024-06-05 15:34:02.320924,42035.85,96545.44,0.49,2362.42,662.15,8,1,3,0,135,59,3.58,Retired,Other,Other,Individual,1
APP-000227,CUST-000227,2025-01-27 15:34:02.320936,36794.24,36689.63,0.29,3082.62,785.48,8,3,3,2,234,56,12.15,Unemployed,Education,Rent,Joint,1
APP-000228,CUST-000228,2025-02-16 15:34:02.320948,7770.82,98328.18,0.54,2659.01,763.69,8,2,1,0,53,51,11.57,Unemployed,Home improvement,Mortgage,Joint,0
APP-000229,CUST-000229,2024-10-27 15:34:02.320960,28551.73,95764.82,0.57,3608.59,670.83,8,2,3,0,133,18,3.3,Self-employed,Debt consolidation,Own,Individual,1
APP-000230,CUST-000230,2025-02-02 15:34:02.320972,49193.09,108840.74,0.17,497.76,731.4,3,4,0,1,208,40,4.23,Self-employed,Other,Other,Individual,1
APP-000231,CUST-000231,2024-05-04 15:34:02.320985,15094.29,106384.16,0.56,2060.26,826.19,10,2,0,0,190,28,5.44,Retired,Home improvement,Rent,Individual,0
APP-000232,CUST-000232,2025-01-16 15:34:02.320997,15414.71,43065.37,0.44,1097.49,395.59,8,0,3,0,109,29,9.68,Self-employed,Home improvement,Rent,Individual,1
APP-000233,CUST-000233,2024-04-27 15:34:02.321010,46937.23,25192.28,0.56,3065.03,725.51,10,4,2,1,202,48,9.6,Employed,Business,Mortgage,Individual,1
APP-000234,CUST-000234,2024-08-10 15:34:02.321022,8809.15,90600.42,0.3,1877.13,785.87,10,2,2,1,75,25,14.4,Retired,Other,Own,Individual,1
APP-000235,CUST-000235,2024-09-09 15:34:02.321034,12777.05,103494.37,0.56,1370.37,321.93,5,3,0,1,65,46,11.69,Employed,Other,Rent,Joint,1
APP-000236,CUST-000236,2024-11-25 15:34:02.321054,45015.8,45026.61,0.36,4751.42,392.07,8,4,0,2,16,25,11.04,Self-employed,Education,Own,Individual,1
APP-000237,CUST-000237,2024-05-01 15:34:02.321083,44053.22,116378.75,0.32,4120.42,339.67,10,1,0,1,183,33,3.45,Employed,Debt consolidation,Mortgage,Joint,1
APP-000238,CUST-000238,2024-07-05 15:34:02.321096,41259.35,138428.25,0.3,2365.4,522.45,5,0,3,2,30,46,3.07,Employed,Other,Own,Individual,1
APP-000239,CUST-000239,2024-08-11 15:34:02.321115,6200.64,122295.95,0.25,615.23,720.9,7,3,3,2,7,42,4.88,Self-employed,Home improvement,Other,Joint,1
APP-000240,CUST-000240,2025-02-11 15:34:02.321139,15604.77,135307.16,0.58,4362.27,656.37,0,4,1,0,10,12,9.87,Retired,Other,Own,Joint,1
APP-000241,CUST-000241,2024-10-31 15:34:02.321154,11375.11,137731.64,0.53,883.78,401.2,9,2,1,0,46,54,12.6,Employed,Other,Other,Individual,1
APP-000242,CUST-000242,2025-03-22 15:34:02.321166,13283.69,45664.29,0.39,4767.39,496.43,10,5,1,0,72,51,3.84,Self-employed,Business,Other,Joint,1
APP-000243,CUST-000243,2024-05-23 15:34:02.321179,15978.1,95942.09,0.38,1949.57,473.98,6,1,0,1,63,26,11.55,Retired,Business,Rent,Individual,1
APP-000244,CUST-000244,2024-11-07 15:34:02.321198,44016.41,80170.29,0.28,1666.26,603.42,2,5,0,1,219,20,13.7,Self-employed,Business,Own,Individual,1
APP-000245,CUST-000245,2024-08-09 15:34:02.321222,31949.7,125643.51,0.39,3892.16,417.02,0,4,2,2,228,46,8.67,Self-employed,Business,Other,Individual,1
APP-000246,CUST-000246,2024-06-28 15:34:02.321235,36928.11,57829.89,0.33,2649.98,518.23,8,0,1,2,175,22,12.09,Self-employed,Education,Mortgage,Individual,1
APP-000247,CUST-000247,2024-07-10 15:34:02.321254,33311.25,145805.62,0.47,2520.82,497.34,3,3,1,0,67,35,5.81,Self-employed,Other,Rent,Joint,1
APP-000248,CUST-000248,2024-09-05 15:34:02.321277,44196.05,25187.61,0.42,695.48,832.64,10,2,2,2,139,48,5.09,Retired,Business,Own,Joint,1
APP-000249,CUST-000249,2025-01-01 15:34:02.321292,26302.22,65876.74,0.53,2536.94,565.16,9,0,1,1,42,26,3.93,Unemployed,Home improvement,Mortgage,Individual,1
APP-000250,CUST-000250,2024-06-21 15:34:02.321311,36147.83,35382.93,0.22,4093.63,696.14,7,5,3,1,53,49,4.93,Retired,Debt consolidation,Mortgage,Individual,1
APP-000251,CUST-000251,2024-06-26 15:34:02.321342,8895.33,101840.26,0.12,2946.89,330.75,4,1,3,2,144,52,3.22,Unemployed,Debt consolidation,Mortgage,Joint,1
APP-000252,CUST-000252,2024-08-27 15:34:02.321355,43497.82,42173.68,0.52,3084.03,737.04,2,4,2,0,185,55,7.11,Retired,Other,Own,Individual,1
APP-000253,CUST-000253,2025-02-17 15:34:02.321367,6319.94,46305.31,0.53,2620.93,530.89,2,4,0,0,121,51,10.2,Employed,Debt consolidation,Other,Individual,0
APP-000254,CUST-000254,2024-07-23 15:34:02.321380,41548.57,136605.96,0.49,3316.31,587.12,5,0,3,0,240,42,12.47,Retired,Business,Own,Joint,1
APP-000255,CUST-000255,2024-08-24 15:34:02.321393,38527.09,138311.1,0.14,3071.8,599.05,4,1,0,2,190,12,9.94,Employed,Other,Own,Joint,1
APP-000256,CUST-000256,2024-05-08 15:34:02.321405,40410.07,73149.86,0.15,2245.14,621.95,4,4,3,2,93,51,6.31,Retired,Home improvement,Other,Joint,1
APP-000257,CUST-000257,2024-07-13 15:34:02.321424,28190.66,52991.09,0.25,1852.91,688.02,2,5,0,2,58,40,12.4,Self-employed,Debt consolidation,Mortgage,Joint,1
APP-000258,CUST-000258,2024-07-18 15:34:02.321444,31087.24,108993.38,0.13,2067.7,649.73,1,1,3,2,111,17,3.77,Self-employed,Business,Own,Individual,1
APP-000259,CUST-000259,2024-10-02 15:34:02.321457,31084.31,87730.72,0.46,3067.87,820.14,2,5,3,1,2,24,13.21,Unemployed,Home improvement,Own,Individual,1
APP-000260,CUST-000260,2024-05-15 15:34:02.321469,2767.0,51103.36,0.1,955.73,848.25,6,2,3,1,150,24,9.21,Employed,Debt consolidation,Rent,Joint,1
APP-000261,CUST-000261,2024-12-05 15:34:02.321481,12088.48,145197.43,0.33,2138.99,302.56,2,3,0,2,18,44,6.53,Employed,Other,Rent,Joint,1
APP-000262,CUST-000262,2024-10-14 15:34:02.321494,28595.26,120095.74,0.48,4813.95,552.37,7,4,0,1,29,28,3.81,Self-employed,Home improvement,Rent,Joint,0
APP-000263,CUST-000263,2024-08-04 15:34:02.321505,27246.94,111106.41,0.23,1578.99,519.41,5,0,1,1,80,34,5.62,Unemployed,Home improvement,Mortgage,Joint,1
APP-000264,CUST-000264,2024-12-26 15:34:02.321520,37036.02,133456.52,0.2,1173.28,437.33,9,2,1,0,30,17,11.11,Retired,Other,Own,Individual,0
APP-000265,CUST-000265,2024-10-17 15:34:02.321543,31412.71,84004.25,0.59,4505.6,777.82,7,1,2,1,56,60,9.92,Employed,Other,Other,Joint,0
APP-000266,CUST-000266,2025-04-09 15:34:02.321563,25621.29,71183.2,0.44,1039.04,837.08,8,3,2,2,2,12,11.09,Retired,Other,Own,Joint,1
APP-000267,CUST-000267,2024-12-14 15:34:02.321576,10170.47,54170.37,0.23,4800.93,488.7,2,3,3,0,107,56,12.03,Unemployed,Education,Rent,Joint,1
APP-000268,CUST-000268,2025-02-17 15:34:02.321589,48984.35,109181.55,0.51,3659.91,742.25,8,3,3,0,37,59,4.79,Employed,Home improvement,Other,Joint,1
APP-000269,CUST-000269,2024-06-07 15:34:02.321603,26333.34,113672.84,0.49,1640.16,609.18,9,0,3,0,176,22,3.72,Unemployed,Education,Own,Joint,1
APP-000270,CUST-000270,2024-12-13 15:34:02.321621,18687.14,92845.5,0.57,1437.03,310.91,1,2,1,2,147,53,10.79,Self-employed,Business,Rent,Joint,1
APP-000271,CUST-000271,2024-08-19 15:34:02.321641,38962.47,78100.92,0.14,3145.59,555.06,2,1,2,1,161,51,9.86,Employed,Debt consolidation,Mortgage,Joint,1
APP-000272,CUST-000272,2024-11-14 15:34:02.321655,32997.64,112356.35,0.4,2098.19,788.23,5,5,3,1,42,23,13.25,Self-employed,Home improvement,Rent,Individual,1
APP-000273,CUST-000273,2024-10-04 15:34:02.321670,6047.46,28293.01,0.54,2832.48,314.5,6,4,0,0,67,51,4.86,Retired,Business,Mortgage,Individual,1
APP-000274,CUST-000274,2024-09-11 15:34:02.321692,31697.55,37066.02,0.52,337.14,664.95,5,3,3,2,239,29,9.58,Self-employed,Other,Mortgage,Joint,1
APP-000275,CUST-000275,2024-06-04 15:34:02.321712,43987.39,76547.06,0.42,2762.16,799.91,7,4,1,0,113,31,7.39,Unemployed,Home improvement,Rent,Individual,1
APP-000276,CUST-000276,2025-02-15 15:34:02.321731,17850.36,80995.73,0.1,4626.02,820.83,7,2,0,1,204,30,10.16,Employed,Other,Rent,Individual,1
APP-000277,CUST-000277,2024-07-12 15:34:02.321744,22418.21,52486.5,0.46,3300.76,755.63,3,2,0,1,160,27,9.2,Unemployed,Business,Rent,Joint,1
APP-000278,CUST-000278,2025-03-21 15:34:02.321761,9937.95,57647.39,0.42,3165.1,449.67,9,3,1,1,4,21,3.6,Employed,Home improvement,Own,Joint,1
APP-000279,CUST-000279,2024-09-13 15:34:02.321779,36628.25,50265.36,0.18,2569.18,488.05,4,3,2,1,178,14,6.96,Self-employed,Debt consolidation,Rent,Joint,1
APP-000280,CUST-000280,2024-08-28 15:34:02.321791,9898.58,136440.87,0.23,2031.57,306.94,3,3,3,0,188,14,5.39,Employed,Other,Mortgage,Joint,1
APP-000281,CUST-000281,2024-11-17 15:34:02.321804,46874.55,40619.49,0.46,3774.68,602.27,1,2,3,2,76,24,7.33,Employed,Home improvement,Own,Individual,1
APP-000282,CUST-000282,2024-11-10 15:34:02.321825,1738.32,123270.75,0.39,2099.88,433.7,0,4,3,2,152,21,7.46,Employed,Home improvement,Mortgage,Joint,1
APP-000283,CUST-000283,2024-06-13 15:34:02.321839,17582.68,146054.72,0.48,488.25,495.53,2,5,0,0,124,26,6.8,Unemployed,Education,Mortgage,Individual,1
APP-000284,CUST-000284,2024-10-24 15:34:02.321852,36495.56,52590.51,0.12,3591.8,607.46,8,5,3,0,145,23,9.52,Unemployed,Education,Rent,Individual,1
APP-000285,CUST-000285,2025-02-05 15:34:02.321864,23019.83,126524.41,0.37,2379.58,726.75,8,3,1,0,158,35,12.31,Self-employed,Business,Own,Joint,1
APP-000286,CUST-000286,2024-05-11 15:34:02.321876,25379.91,91690.81,0.41,1748.48,652.5,1,0,0,0,213,20,5.14,Employed,Home improvement,Own,Joint,1
APP-000287,CUST-000287,2025-04-09 15:34:02.321889,28979.6,128718.94,0.43,2723.94,685.72,4,0,2,0,155,57,3.85,Self-employed,Education,Own,Joint,0
APP-000288,CUST-000288,2025-03-25 15:34:02.321901,18685.38,116652.07,0.55,4145.73,736.84,0,4,2,2,10,58,3.84,Unemployed,Debt consolidation,Mortgage,Individual,1
APP-000289,CUST-000289,2024-12-28 15:34:02.321913,27051.39,44629.85,0.36,1394.06,643.93,2,4,3,2,27,52,9.92,Retired,Education,Own,Individual,1
APP-000290,CUST-000290,2024-07-18 15:34:02.321925,20676.3,63876.67,0.18,4992.48,543.66,5,2,2,1,105,60,10.6,Unemployed,Other,Mortgage,Individual,1
APP-000291,CUST-000291,2024-07-18 15:34:02.321938,46381.2,53031.59,0.58,2348.0,518.4,0,2,0,2,34,31,3.08,Self-employed,Home improvement,Rent,Individual,1
APP-000292,CUST-000292,2024-05-07 15:34:02.321950,41294.54,139484.57,0.36,2939.21,614.39,1,0,3,1,39,20,6.18,Self-employed,Home improvement,Rent,Joint,1
APP-000293,CUST-000293,2024-10-03 15:34:02.321963,28884.18,48266.85,0.14,1758.52,565.39,7,5,0,2,164,31,3.45,Retired,Debt consolidation,Own,Joint,1
APP-000294,CUST-000294,2024-09-15 15:34:02.321975,21409.56,132818.04,0.53,1288.24,659.03,9,0,3,0,78,45,3.49,Self-employed,Business,Mortgage,Individual,1
APP-000295,CUST-000295,2024-10-06 15:34:02.321988,48580.97,117869.23,0.39,632.4,537.56,6,1,1,1,21,42,9.86,Employed,Other,Other,Joint,1
APP-000296,CUST-000296,2024-08-12 15:34:02.322000,22290.06,110723.17,0.48,2508.43,408.96,6,5,1,2,157,59,9.29,Self-employed,Debt consolidation,Rent,Joint,1
APP-000297,CUST-000297,2024-07-05 15:34:02.322013,5390.14,107327.18,0.31,1871.88,476.41,9,5,0,1,43,34,10.39,Retired,Other,Mortgage,Joint,1
APP-000298,CUST-000298,2024-12-27 15:34:02.322025,10784.58,68596.7,0.48,4293.27,361.8,0,1,1,1,3,33,11.33,Employed,Business,Other,Joint,1
APP-000299,CUST-000299,2025-01-08 15:34:02.322038,37260.64,47543.79,0.37,3801.7,601.84,9,5,1,2,178,54,3.22,Employed,Business,Mortgage,Individual,1
APP-000300,CUST-000300,2024-05-04 15:34:02.322050,31280.27,26901.08,0.43,240.0,513.75,4,5,2,0,4,30,13.41,Retired,Home improvement,Other,Individual,1
APP-000301,CUST-000301,2024-08-20 15:34:02.322070,43471.86,89102.88,0.19,2603.12,551.89,0,0,1,2,78,33,8.88,Self-employed,Debt consolidation,Rent,Joint,1
APP-000302,CUST-000302,2024-11-22 15:34:02.322090,12574.03,147171.75,0.35,4097.09,644.19,6,0,2,0,38,33,13.77,Self-employed,Debt consolidation,Other,Individual,1
APP-000303,CUST-000303,2024-07-06 15:34:02.322112,8484.71,146169.83,0.55,1780.57,598.23,3,5,1,2,138,55,12.6,Self-employed,Business,Mortgage,Joint,1
APP-000304,CUST-000304,2025-02-10 15:34:02.322125,33155.36,93429.76,0.18,525.51,593.13,1,1,2,0,186,13,12.19,Retired,Education,Rent,Joint,0
APP-000305,CUST-000305,2024-06-03 15:34:02.322138,46729.25,55593.5,0.49,712.5,401.61,9,4,2,2,145,51,5.77,Self-employed,Home improvement,Own,Joint,1
APP-000306,CUST-000306,2024-08-24 15:34:02.322150,7570.24,129997.97,0.33,3317.93,401.19,6,3,3,0,41,24,5.72,Retired,Debt consolidation,Rent,Joint,1
APP-000307,CUST-000307,2024-05-17 15:34:02.322167,49423.93,118510.96,0.13,4650.1,842.1,9,3,2,1,227,27,8.13,Employed,Other,Other,Joint,1
APP-000308,CUST-000308,2024-07-07 15:34:02.322188,30096.48,88279.97,0.54,3977.22,586.36,7,3,0,0,132,46,7.75,Employed,Other,Other,Individual,1
APP-000309,CUST-000309,2024-09-12 15:34:02.322203,20503.95,59592.04,0.51,2414.47,532.35,9,0,1,1,212,53,8.42,Employed,Home improvement,Mortgage,Joint,1
APP-000310,CUST-000310,2024-09-07 15:34:02.322222,2220.69,78978.5,0.55,4499.82,785.4,1,2,2,2,166,57,12.56,Employed,Debt consolidation,Own,Joint,1
APP-000311,CUST-000311,2025-03-13 15:34:02.322242,26667.05,69931.36,0.5,2656.0,822.36,6,4,3,0,196,22,13.95,Self-employed,Home improvement,Mortgage,Individual,1
APP-000312,CUST-000312,2025-03-30 15:34:02.322259,21559.5,60237.38,0.48,2342.04,644.55,1,1,1,0,159,60,6.04,Retired,Education,Other,Individual,1
APP-000313,CUST-000313,2024-08-16 15:34:02.322279,12656.04,96552.1,0.34,2168.73,343.67,9,0,1,2,71,51,10.54,Self-employed,Debt consolidation,Mortgage,Individual,1
APP-000314,CUST-000314,2024-10-29 15:34:02.322294,2799.33,130997.81,0.43,4222.47,464.14,1,0,0,1,45,22,11.07,Self-employed,Education,Rent,Individual,1
